defaulted,revolving_utilization,age,late_30_59_days,debt_ratio,monthly_income,open_credit_lines,late_90_days,real_estate_loans,late_60_89_days,dependents
,0.061956607,62,0,2103.0,5400.0,6,0,2,0,0.0
,0.276868925,37,0,0.672418752,6953.0,16,0,3,0,0.0
,0.038497689,65,1,0.34064482,3783.0,19,0,1,0,0.0
,0.839659145,42,0,0.43650047,7440.0,9,0,2,0,2.0
,0.011208483,60,0,0.184545236,8333.0,6,0,0,0,0.0
,6.06e-05,65,2,0.172082509,3538.0,8,0,0,0,0.0
,0.176630241,67,0,0.940594059,100.0,9,1,0,0,0.0
,0.081920615,80,0,0.291636186,4100.0,12,0,2,0,0.0
,0.850404518,50,1,0.602526085,9104.0,13,0,3,0,0.0
,0.0,50,1,0.501399888,12500.0,11,0,2,0,0.0
,0.007930445,60,0,0.039027284,8429.0,11,0,1,0,0.0
,0.0,34,0,0.227569657,7500.0,5,0,1,0,2.0
,0.038033307,76,0,0.010418475,5758.0,7,0,0,0,0.0
,0.0,59,0,0.536007293,3290.0,10,0,1,0,0.0
,0.001519939,78,0,454.0,5400.0,3,0,0,0,0.0
,0.0,37,0,0.14114202,3414.0,7,0,0,0,0.0
,0.979429915,44,0,0.359285258,4700.0,9,1,0,0,2.0
,0.016361653,31,0,0.116996384,4700.0,3,0,0,0,0.0
,0.015773308,76,0,0.062423799,4100.0,5,0,0,0,1.0
,0.0,54,2,0.606725146,2735.0,8,0,2,0,0.0
,0.003749813,59,0,0.000879507,2273.0,4,0,0,0,0.0
,0.48197391,56,0,0.606888251,10800.0,19,0,3,0,0.0
,0.016171777,63,0,0.005020203,8166.0,4,0,0,0,0.0
,0.0,35,0,0.112387868,23409.0,4,0,1,0,0.0
,0.057502948,68,0,114.0,5400.0,9,0,0,0,0.0
,0.286390906,58,0,1973.0,5400.0,9,0,1,0,0.0
,0.006889335,54,0,0.656827454,4166.0,11,0,1,0,3.0
,0.0,46,0,0.60406335,6250.0,13,0,1,0,4.0
,0.247602204,51,1,0.421939349,8012.0,9,0,3,0,2.0
,0.0050266,64,0,741.0,5400.0,11,0,1,0,0.0
,1.082882132,49,0,2279.0,5400.0,6,0,2,0,1.0
,0.0,44,0,0.635591102,4000.0,10,0,1,0,1.0
,0.042934116,64,0,0.173961562,8064.0,6,0,1,0,0.0
,0.000359993,50,0,0.795135792,12334.0,7,0,1,0,0.0
,0.270135526,45,0,1334.0,5400.0,7,0,1,0,0.0
,0.571639446,46,0,0.08411215,4279.0,2,0,0,0,3.0
,0.015099748,54,0,0.008663779,3000.0,5,0,0,0,1.0
,0.254112438,48,0,199.0,5400.0,3,0,0,0,0.0
,1.0886898342199998,62,1,1396.0,5400.0,6,2,0,1,0.0
,0.278772123,33,0,2319.0,5400.0,7,0,2,0,0.0
,0.925877622,66,3,0.332060302,4974.0,9,0,1,0,1.0
,0.0,57,0,0.315624107,3500.0,7,0,1,0,0.0
,0.009420475,77,0,0.002739726,6204.0,7,0,0,0,0.0
,0.0,68,0,1.012993503,2000.0,14,0,1,0,1.0
,0.032264648,39,0,0.446766348,5550.0,13,0,1,0,0.0
,0.607622394,31,0,0.446745562,7773.0,7,0,1,0,0.0
,0.10725053,49,0,0.605112154,5750.0,8,0,2,0,2.0
,1.0886898342199998,48,1,349.0,5400.0,4,0,0,0,0.0
,0.18961061,53,0,0.34534712,3384.0,8,0,1,0,2.0
,0.713289152,56,0,0.259185204,4000.0,22,0,0,0,1.0
,0.0,59,0,0.426371575,15000.0,10,0,2,0,2.0
,0.017215349,65,0,0.39656155,10527.0,11,0,3,0,0.0
,0.013926305,32,1,0.314481577,3500.0,7,0,2,0,1.0
,0.048730085,46,0,0.136486351,10000.0,2,0,1,0,1.0
,0.240282572,49,0,0.064624776,9500.0,4,0,0,0,3.0
,0.213174897,66,0,0.282042553,11749.0,17,0,2,0,0.0
,0.924162806,55,0,0.772163712,7500.0,14,0,3,0,1.0
,0.140642968,64,0,84.0,5400.0,1,0,0,0,0.0
,0.033450084,51,0,0.064366954,8000.0,5,0,0,0,0.0
,0.421034057,43,0,0.026646744,8030.0,2,0,0,0,0.0
,0.9999999,49,0,0.041681511,14034.0,3,0,1,0,1.0
,0.058515422,45,0,0.84083045,2600.0,13,0,1,0,1.0
,0.0,53,0,0.14004914,2848.0,4,0,0,0,0.0
,0.52726573,47,0,0.160789083,7400.0,5,0,0,0,3.0
,0.148418119,53,0,0.278813064,15400.0,12,0,1,0,3.0
,0.978675645,62,0,0.432150313,1436.0,2,0,0,0,0.0
,0.0,41,0,0.0,3333.0,2,0,0,0,0.0
,0.429597315,45,0,0.357663191,7000.0,10,0,1,0,2.0
,0.20883009,72,0,1022.0,5400.0,6,0,0,0,0.0
,0.002927332,64,0,0.276258206,5483.0,16,0,2,0,0.0
,0.024887045,51,0,2384.0,5400.0,10,0,1,0,0.0
,0.029882946,73,0,0.038212816,1700.0,8,0,0,0,0.0
,0.9999999,41,0,0.438083727,9100.0,5,0,2,0,4.0
,0.394068341,77,0,0.197055081,5500.0,12,0,0,0,1.0
,0.831942403,56,4,0.39885744,3850.0,21,0,0,0,0.0
,0.809292223,72,0,0.474273675,9017.0,11,0,1,0,0.0
,0.290154049,63,0,4963.0,5400.0,22,0,2,0,0.0
,0.185407296,67,0,680.0,5400.0,5,0,1,0,0.0
,0.053850845,42,0,2935.0,5400.0,19,0,1,0,3.0
,0.003644731,66,0,1759.0,5400.0,7,0,2,0,1.0
,0.732133933,35,0,0.500744048,2687.0,6,0,0,0,1.0
,0.029643172,84,0,30.0,5400.0,6,0,0,0,0.0
,0.9999999,24,0,0.0,4223.0,0,0,0,0,0.0
,0.36993884,39,0,0.373256945,9250.0,6,0,2,0,2.0
,0.10742322,57,0,0.146658782,1690.0,10,0,0,0,0.0
,0.064430288,58,0,0.167408554,5166.0,3,0,1,0,2.0
,0.275772423,33,0,880.0,5400.0,4,0,1,0,0.0
,0.958208358,36,0,0.227831431,4555.0,4,0,1,0,1.0
,0.034044379,59,0,0.170060998,30000.0,14,0,2,0,1.0
,0.626668121,46,1,0.240697824,15533.0,11,0,2,0,1.0
,0.216438432,54,0,0.271155693,9370.0,9,0,2,0,1.0
,0.033747591,75,0,0.015472507,4200.0,3,0,0,0,1.0
,0.021689777,37,0,0.367581366,4700.0,11,0,2,0,0.0
,0.020755209,64,0,0.281244231,10833.0,18,0,2,0,1.0
,0.14958287,54,0,0.122575485,5000.0,4,0,0,0,0.0
,0.145354186,52,0,2232.0,5400.0,7,0,1,0,0.0
,0.022265829,58,0,0.226433961,11000.0,15,0,2,0,1.0
,0.814895526,32,0,0.08496732,5966.0,7,0,0,0,2.0
,0.017541359,48,0,0.318359658,6900.0,11,0,1,0,0.0
,0.997334222,57,0,0.06231109,4300.0,2,0,0,0,0.0
,0.732402711,51,0,4.190899001,900.0,12,0,1,0,2.0
,0.9999999,48,2,0.0,4955.0,0,1,0,0,4.0
,0.759181385,27,2,0.551020408,440.0,4,0,0,0,0.0
,0.134548672,63,0,0.367797134,9700.0,13,0,2,0,0.0
,0.206049738,63,0,0.2826448,9633.0,13,0,1,0,0.0
,0.2038457,61,0,0.140904925,12000.0,10,0,0,0,0.0
,0.000849958,74,0,1708.0,5400.0,6,0,2,0,0.0
,0.180450699,44,1,858.0,5400.0,11,1,1,0,0.0
,1.0886898342199998,76,0,789.0,0.0,3,0,0,0,0.0
,0.026848658,82,0,16.0,5400.0,5,0,0,0,0.0
,0.0,27,0,0.0,5400.0,2,0,0,0,0.0
,0.195904924,50,0,0.368877748,5185.0,6,0,2,0,2.0
,0.9999999,52,0,0.142409782,6705.0,3,0,1,0,2.0
,0.125989673,58,0,0.028969957,1863.0,5,0,0,0,0.0
,0.014449134,63,0,0.166261963,7000.0,9,0,1,0,2.0
,0.428587127,60,0,0.385600351,13666.0,11,0,2,0,1.0
,0.883238361,31,0,0.305908513,3147.0,3,0,0,0,0.0
,0.10892571,76,0,0.34344276,6000.0,19,0,2,0,0.0
,0.205646242,40,0,0.631188119,3635.0,16,0,2,0,0.0
,0.031861159,72,0,2117.0,5400.0,12,0,1,0,1.0
,0.000257085,53,0,19.0,5400.0,19,0,0,0,0.0
,0.915307733,43,0,0.110864252,4500.0,6,1,0,0,2.0
,0.9999999,66,0,0.0,5400.0,2,0,0,0,0.0
,0.618874773,30,0,0.024268824,1606.0,1,0,0,1,0.0
,0.007645376,57,0,1212.0,5400.0,8,0,1,0,0.0
,0.684093698,33,0,0.439461883,8250.0,15,0,1,0,0.0
,0.001399907,89,0,0.0,5400.0,1,0,0,0,0.0
,0.0,50,0,1199.0,5400.0,8,0,1,0,0.0
,0.417083304,46,0,0.503651539,3833.0,3,0,1,0,3.0
,0.9999999,53,1,0.0,5400.0,1,0,0,0,3.0
,0.00917726,58,1,0.409808269,23000.0,16,0,4,0,0.0
,0.849782107,27,0,0.024883359,4500.0,3,0,0,0,4.0
,0.011324018,39,0,0.162878788,9503.0,13,0,1,0,1.0
,0.286831101,47,0,0.293654697,4065.0,8,0,1,0,2.0
,0.0,72,0,0.010570422,10500.0,4,0,0,0,0.0
,0.506957355,32,0,0.075554339,3652.0,10,0,0,0,0.0
,0.898982993,50,0,0.267183204,4000.0,7,0,0,0,0.0
,0.034998214,46,0,0.544982007,2500.0,10,0,1,0,1.0
,0.340200948,48,1,0.374906273,4000.0,10,0,2,0,2.0
,0.327713637,36,0,0.789536837,4166.0,10,0,1,0,0.0
,0.720891481,45,0,0.051474263,2000.0,3,0,0,1,2.0
,0.081345933,60,0,0.277953674,6000.0,5,0,1,0,0.0
,0.617271677,70,0,0.381930366,11344.0,11,0,2,0,1.0
,0.348685811,33,0,0.320965209,12100.0,21,0,2,0,0.0
,0.027632517,71,0,68.0,5400.0,10,0,0,0,0.0
,0.017548637,58,0,0.148234201,4303.0,17,0,0,0,0.0
,0.008856806,75,0,0.407658598,9583.0,13,0,2,0,1.0
,0.337493001,41,0,0.196317749,4833.0,6,0,1,0,0.0
,0.457509237,73,0,1200.0,5400.0,5,0,1,0,0.0
,0.083144299,57,0,0.172501967,5083.0,4,0,1,0,2.0
,0.947670009,46,0,0.494860499,8852.0,8,0,2,0,0.0
,0.366597647,31,0,0.058125583,7500.0,4,0,0,0,0.0
,1.066445183,35,1,0.165933627,2500.0,2,3,0,0,4.0
,0.34019244,57,1,0.158244836,8568.0,6,0,1,0,0.0
,0.483634515,48,0,0.567567568,6400.0,14,0,2,0,4.0
,0.172365527,66,0,25.0,5400.0,1,0,0,0,0.0
,0.034699306,60,0,0.073642119,3000.0,8,0,0,0,0.0
,0.052308174,40,0,1664.0,5400.0,7,0,1,0,0.0
,0.041379116,34,0,0.208582141,7200.0,6,0,0,0,2.0
,0.089709159,43,1,0.402213038,7500.0,11,0,1,0,0.0
,0.9999999,57,0,0.326965793,2250.0,4,0,0,0,2.0
,0.905861456,51,0,0.075358166,3489.0,4,0,0,0,0.0
,0.575369852,24,2,0.089415798,7000.0,3,0,0,1,1.0
,0.0,80,0,0.214575613,5666.0,2,0,1,0,0.0
,0.368631369,39,0,0.127643214,2600.0,3,0,0,0,2.0
,0.131280805,48,0,0.108642776,12333.0,10,0,1,0,2.0
,0.006832644,82,0,0.002056908,2916.0,4,0,0,0,0.0
,0.243358555,41,0,0.121696035,1815.0,3,0,0,0,2.0
,0.0,63,0,0.084589748,6300.0,12,0,0,0,0.0
,0.359217365,56,0,0.605514316,6600.0,12,0,1,0,0.0
,0.069993637,72,0,1214.0,5400.0,7,0,1,0,0.0
,0.071973808,71,0,0.17888965,2917.0,5,0,0,0,0.0
,0.466309231,48,1,0.041061192,7500.0,4,0,0,0,2.0
,0.029682648,61,0,0.234221262,4166.0,11,0,1,0,0.0
,0.186173338,69,0,0.370450364,12500.0,9,0,2,0,0.0
,0.105375623,61,0,0.021236073,10500.0,13,0,0,0,0.0
,0.9999999,41,1,0.640543782,2500.0,2,1,1,0,0.0
,0.006284729,70,1,0.653194263,2300.0,17,0,1,0,0.0
,0.027004649,95,0,14.0,5400.0,3,0,0,0,0.0
,0.9999999,22,98,0.0,0.0,0,98,0,98,0.0
,0.969540805,46,2,0.405956752,2450.0,6,0,0,0,3.0
,0.028436231,36,0,0.341331734,5000.0,8,0,1,0,0.0
,0.763109569,27,1,0.257288292,2160.0,2,2,0,0,0.0
,0.028928627,39,0,0.084468146,10500.0,23,0,1,0,0.0
,0.9999999,43,2,0.514240971,10216.0,4,0,4,0,0.0
,0.578236848,52,0,0.16960949,29166.0,13,0,2,0,1.0
,0.533066705,33,0,0.094577554,5550.0,2,0,0,0,1.0
,0.9999999,40,0,0.671442852,3000.0,3,0,1,0,1.0
,0.220881416,46,4,0.157137145,2500.0,10,0,0,1,0.0
,0.042667341,63,0,0.401323955,4833.0,6,0,1,0,1.0
,0.014986314,60,0,4963.0,5400.0,12,0,2,0,0.0
,0.984414671,49,0,0.504740562,5800.0,9,0,1,0,1.0
,0.75249501,21,0,11.0,5400.0,1,0,0,0,0.0
,0.036814114,51,0,0.582604349,4000.0,8,0,2,0,0.0
,0.044292743,51,0,0.361773038,6000.0,7,0,1,0,3.0
,0.009377361,48,0,0.235357335,5582.0,5,0,2,0,3.0
,0.733149559,36,0,957.0,0.0,10,0,0,0,2.0
,0.063021363,72,0,0.398981942,8250.0,12,0,2,0,0.0
,0.0,71,0,0.495450455,10000.0,14,0,3,0,0.0
,0.069146543,67,0,0.466766617,2000.0,5,0,0,0,0.0
,0.067496875,31,0,0.417817226,6083.0,12,0,1,0,0.0
,0.013049348,64,0,7.0,5400.0,1,0,0,0,0.0
,0.01603393,33,0,0.290044494,3595.0,9,0,1,0,0.0
,0.045243305,52,0,0.391944008,7000.0,18,0,1,0,2.0
,0.002370312,42,0,0.341711809,4614.0,6,0,1,0,2.0
,0.561758201,60,0,0.279902512,5333.0,8,0,1,0,0.0
,0.210749097,73,1,0.225358423,2231.0,7,0,1,0,0.0
,0.550656844,51,0,0.532282025,8750.0,10,0,2,0,2.0
,0.086702549,33,0,0.05341331,3500.0,4,0,0,0,0.0
,0.9999999,54,0,0.0,3326.0,2,0,0,1,0.0
,0.022412853,44,0,4343.0,5400.0,24,0,3,0,0.0
,0.001999818,32,0,0.070074394,4166.0,3,0,0,0,0.0
,0.019960001,66,0,0.21327076,7670.0,5,0,1,0,0.0
,0.156882983,57,0,0.008569388,4200.0,4,0,0,0,0.0
,0.148683359,46,0,0.399697111,8583.0,8,0,2,0,3.0
,0.516859326,54,0,0.07016906,5500.0,7,0,0,0,0.0
,0.372862731,75,0,439.0,5400.0,6,0,0,0,0.0
,0.260367064,63,0,0.287097782,3200.0,20,0,1,0,0.0
,0.623240462,35,0,591.0,5400.0,3,2,0,0,5.0
,0.0,38,0,0.674038348,8500.0,17,0,8,0,0.0
,0.198085475,45,0,0.320949029,7670.0,10,0,2,0,0.0
,0.044441358,47,0,2187.0,5400.0,7,0,1,0,0.0
,0.052996146,79,2,0.358591445,5423.0,16,0,1,0,0.0
,0.30282705,44,0,0.249783174,19600.0,12,0,5,0,0.0
,0.012453979,70,0,0.110111236,8000.0,5,0,1,0,1.0
,0.829486505,49,0,1.134385201,1837.0,11,0,2,0,1.0
,0.020416935,52,0,0.006130168,7666.0,8,0,0,0,2.0
,0.020093645,63,0,0.003086039,8100.0,3,0,0,0,1.0
,0.978912979,28,2,675.0,5400.0,7,1,0,2,0.0
,0.030139212,76,0,0.015484515,2001.0,5,0,0,0,0.0
,0.8850046,65,0,4963.0,5400.0,6,0,2,0,0.0
,0.9999999,54,1,0.113884007,2844.0,0,0,0,0,0.0
,0.291033485,41,0,2003.0,5400.0,10,0,1,0,0.0
,0.061433893,40,0,0.304659014,7404.0,3,0,2,0,0.0
,0.008727786,59,0,0.150012186,8205.0,7,0,1,0,1.0
,0.09229527,40,0,0.349328215,4167.0,9,0,1,0,0.0
,0.9999999,21,1,0.0,5400.0,0,0,0,0,0.0
,0.571149231,32,1,0.136551286,3148.0,4,0,0,0,0.0
,0.379727441,34,0,818.0,0.0,7,0,0,0,2.0
,0.812164229,57,0,0.538064226,4452.0,12,0,1,0,0.0
,0.149952223,71,0,0.741350446,3583.0,4,0,2,0,0.0
,1.0886898342199998,46,0,0.0048,7499.0,2,1,0,0,2.0
,0.0,51,0,0.0,4580.0,4,0,0,0,0.0
,0.482468532,41,1,0.367657318,14333.0,15,0,2,0,0.0
,0.0,58,0,0.103392569,3713.0,5,0,0,0,1.0
,0.038477719,55,0,0.419938139,4202.0,6,0,2,0,2.0
,0.0,54,0,0.229685621,5820.0,4,0,1,0,0.0
,0.017196637,86,0,0.076584683,5000.0,3,0,0,0,0.0
,0.181763647,40,0,0.125408052,3675.0,2,0,0,0,4.0
,0.0,61,0,0.1585293,18412.0,8,0,1,0,1.0
,0.119052027,52,0,0.131024634,2800.0,2,0,0,0,0.0
,0.069850462,52,0,0.50879567,2216.0,12,0,1,0,0.0
,0.001145609,45,0,0.250499857,3500.0,5,0,1,0,0.0
,0.255032004,66,0,0.303727715,3084.0,17,0,1,0,0.0
,0.802081827,70,0,0.266336683,20000.0,12,0,0,0,0.0
,0.045797503,57,3,2833.0,5400.0,14,0,1,0,0.0
,0.0,71,0,0.307448759,6000.0,7,0,2,0,0.0
,0.010512551,66,0,0.14345747,6900.0,8,0,2,0,2.0
,0.031498425,64,0,0.170848105,7333.0,4,0,1,0,0.0
,0.0,42,0,0.168567411,6400.0,2,0,1,0,2.0
,0.267994991,65,0,0.647454453,11745.0,13,0,3,0,0.0
,0.180200825,54,0,0.098465766,8733.0,4,0,0,0,0.0
,0.031704017,72,0,0.091402456,3500.0,4,0,1,0,1.0
,0.020665978,56,0,0.20319393,11333.0,9,0,1,0,0.0
,0.147607449,77,0,0.659811482,3500.0,11,0,2,0,0.0
,0.980599647,28,0,0.473777778,1124.0,7,0,0,0,0.0
,0.011647331,91,0,0.660506329,3949.0,6,0,2,0,0.0
,0.020452686,74,0,0.197034994,5800.0,6,0,1,0,1.0
,1.057836532,68,0,0.604381202,5340.0,7,0,1,0,0.0
,0.996829526,47,0,1.056864946,2672.0,9,0,2,0,0.0
,0.055280919,72,0,3.5505816,2836.0,5,0,0,0,0.0
,0.386538409,41,0,0.319736394,8800.0,4,0,1,0,1.0
,0.027306542,71,0,0.335373771,10781.0,12,0,2,0,1.0
,0.038602457,65,0,0.003666422,15000.0,4,0,0,0,0.0
,0.127927092,50,0,0.246795151,11466.0,16,0,3,0,0.0
,0.013504042,71,0,1524.0,5400.0,5,0,1,0,0.0
,1.0886898342199998,58,2,0.32835038,7625.0,13,5,1,7,1.0
,0.9999999,52,0,0.436839176,14375.0,4,3,1,2,2.0
,0.190535997,52,0,0.325482179,11250.0,20,0,2,0,0.0
,0.03136513,58,1,0.497475059,8118.0,20,0,6,0,0.0
,0.113747253,35,0,0.429163619,4100.0,9,0,1,0,1.0
,0.29763721,42,0,0.249457205,8750.0,6,0,1,0,3.0
,0.252812924,41,0,0.535558464,4583.0,7,0,2,0,2.0
,0.490516983,63,0,2.697795071,1541.0,10,0,2,0,0.0
,0.9999999,41,0,0.158650843,1600.0,1,0,0,0,0.0
